0,1,2,3,4
NCT00226902,Inclusion,"on erythropoietin and iron therapy, with stable [hb] x 2 months (105 - 135g/l)","on <VL Label=erythropoietin and iron therapy Source=ngram>erythropoietin and iron therapy</VL>, with stable [ hb ] x <VML Logic=equal Unit=months>2</VML> ( <VML Logic=greater_equal Unit=g/l>105</VML> - <VML Logic=lower_equal Unit=g/l>135</VML> ) ","[['erythropoietin and iron therapy', '=', '2', 'months'], ['erythropoietin and iron therapy', '>=', '105', 'g/l'], ['erythropoietin and iron therapy', '<=', '135', 'g/l']]"
NCT00226902,Exclusion,pre dialysis sbp> 180 mmhg on > 2 times within a 2 week period,pre dialysis <VL Label=BP-Systolic Source=DK>sbp</VL> <VML Logic=greater Unit=mmhg>180</VML> on <VML Logic=greater Unit=times>2</VML> within a <VML Logic=equal Unit=week>2</VML> period,"[['BP-Systolic', '>', 180.0, 'mmhg'], ['BP-Systolic', '>', 2.0, 'times']]"
NCT00226902,Exclusion,between dialysis weight gain > 5% of body weight (if evident > 2 times/ 2 week period),between dialysis <VL Label=Weight Source=DK>weight</VL> gain <VML Logic=greater Unit=%>5</VML> of <VL Label=Weight Loss Source=DK>body weight</VL> ( if evident <VML Logic=greater Unit=times>2</VML> / <VML Logic=equal Unit=week>2</VML> period ) ,"[['Weight Loss', '>', 5.0, '%'], ['Weight Loss', '>', 2.0, 'times']]"
NCT00226902,Exclusion,unstable cardiac function: ischaemic or non ischaemic events requiring modification of therapy or admission to hospital within 3 months of study start: according to clinical discretion,unstable cardiac function: <VL Label=ischaemic or non ischaemic events requiring modification of therapy or admission to hospital Source=ngram>ischaemic or non ischaemic events requiring modification of therapy or admission to hospital</VL> <VML Logic=lower Unit=months>3</VML> of study start: according to clinical discretion,"[['ischaemic or non ischaemic events requiring modification of therapy or admission to hospital', '<', '3', 'months']]"
NCT00226902,Exclusion,"planned operative procedures within 6 months of study start (including transplant, cabg, ptca, vascular surgery)","planned operative procedures <VML Logic=lower Unit=months>6</VML> of study start ( including transplant, cabg, ptca, vascular <VL Label=Surgery Source=DK>surgery</VL> ) ","[['Surgery', '<', 6.0, 'months']]"
NCT00226902,Exclusion,known hypo-responsiveness to ert (>200u/kg/wk),<VL Label=known hypo-responsiveness to ert Source=ngram>known hypo-responsiveness to ert</VL> ( <VML Logic=greater Unit=u/kg>200</VML> / wk ) ,"[['known hypo-responsiveness to ert', '>', '200', 'u/kg']]"
NCT00226902,Exclusion,inadequate dialysis (pru < 65% or kt/v < 1.2),<VL Label=inadequate dialysis Source=ngram>inadequate dialysis</VL> ( pru <VML Logic=lower Unit=%>65</VML> or kt / <VML Logic=lower Unit=v>1.2</VML> ) ,"[['inadequate dialysis', '<', '65', '%'], ['inadequate dialysis', '<', '1.2', 'v']]"
NCT00226902,Exclusion,participation in investigational study within last 3 months,<VL Label=participation in investigational study within last Source=ngram>participation in investigational study within last</VL> <VML Logic=equal Unit=months>3</VML>,"[['participation in investigational study within last', '=', '3', 'months']]"
NCT00229658,Inclusion,have a1c <=9.0% within 3 months of study enrollment,have <VL Label=HBA1C Source=DK>a1c</VL> <VML Logic=lower_equal Unit=%>9.0</VML> <VML Logic=lower Unit=months>3</VML> of study enrollment,"[['HBA1C', '<=', 9.0, '%']]"
NCT00229658,Exclusion,have experienced recurrent patient-ascertained severe hypoglycemia requiring assistance during the past 6 months,have <VL Label=experienced recurrent patient-ascertained severe hypoglycemia requiring assistance Source=ngram>experienced recurrent patient-ascertained severe hypoglycemia requiring assistance</VL> <VML Logic=lower_equal Unit=past months>6</VML>,"[['experienced recurrent patient-ascertained severe hypoglycemia requiring assistance', '<=', '6', 'past months']]"
NCT00229658,Exclusion,have been treated with symlin within 3 months prior to study start,have been <VL Label=treated with symlin Source=ngram>treated with symlin</VL> <VML Logic=lower Unit=months>3</VML> prior to study start,"[['treated with symlin', '<', '3', 'months']]"
NCT00239148,Inclusion,currently self monitoring blood glucose levels at least 3 times per day,currently self monitoring <VL Label=finding of blood glucose level Source=UMLS>blood glucose levels</VL> <VML Logic=greater_equal Unit=times/day>3</VML>,"[['finding of blood glucose level', '>=', '3', 'times/day']]"
NCT00239148,Inclusion,no episodes of severe hypoglycemia for 60 days prior to screening,no <VL Label=episodes of severe hypoglycemia Source=ngram>episodes of severe hypoglycemia</VL> for <VML Logic=equal Unit=days>60</VML> prior to screening,"[['episodes of severe hypoglycemia', '=', '60', 'days']]"
NCT00239148,Inclusion,body mass index within the range 19-30 kg/m2,<VL Label=BMI Source=DK>body mass index</VL> within the <VML Logic=greater_equal Unit=kg/m2>19</VML> - <VML Logic=lower_equal Unit=kg/m2>30</VML>,"[['BMI', '>=', 19.0, 'kg/m2'], ['BMI', '<=', 30.0, 'kg/m2']]"
NCT00239148,Inclusion,patient cannot live alone during the treatment phase and up to 1 month in follow-up,<VL Label=patient cannot live alone during the treatment phase Source=ngram>patient cannot live alone during the treatment phase</VL> and <VML Logic=lower_equal Unit=month>1</VML> in follow-up,"[['patient cannot live alone during the treatment phase', '<=', '1', 'month']]"
NCT00239148,Exclusion,serum creatine superior or equal to 2.0 mg/dl,<VL Label=serum creatine Source=ngram>serum creatine</VL> <VML Logic=greater_equal Unit=mg/dl>2.0</VML>,"[['serum creatine', '>=', '2.0', 'mg/dl']]"
NCT00252720,Inclusion,male or female aged 18 - 55 years with type 1 diabetes diagnosed before age of 36 years and in need for continuous insulin treatment within 1 year of diagnosis of diabetes are included.,male or female <VL Label=Age Source=DK>aged</VL> <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>55</VML> with type 1 diabetes diagnosed before <VL Label=Age Source=DK>age</VL> of <VML Logic=equal Unit=years>36</VML> and in need for continuous <VL Label=Insulin Source=DK>insulin</VL> treatment <VML Logic=lower Unit=year>1</VML> of diagnosis of diabetes are included.,"[['Age', '>=', 18.0, 'years'], ['Age', '<=', 55.0, 'years'], ['Age', '=', 36.0, 'years']]"
NCT00252720,Inclusion,duration of diabetes for > 1 year and < 20 years with stable diabetic therapy within last 6 months.,<VL Label=duration of diabetes Source=ngram>duration of diabetes</VL> for <VML Logic=greater Unit=year>1</VML> and <VML Logic=lower Unit=years>20</VML> with stable diabetic therapy within last <VML Logic=equal Unit=months>6</VML>.,"[['duration of diabetes', '>', '1', 'year'], ['duration of diabetes', '<', '20', 'years'], ['duration of diabetes', '=', '6', 'months']]"
NCT00252720,Inclusion,"patients with untreated resting mean sitting sbp < 130 mmhg, mean sitting dbp < 85 mmhg and with retinal photograph grading level > 20 - 10 up to < 47 - 47 (on etdrs severity scale).","patients with untreated resting mean sitting <VL Label=BP-Systolic Source=DK>sbp</VL> <VML Logic=lower Unit=mmhg>130</VML>, mean sitting <VL Label=BP-Diastolic Source=DK>dbp</VL> <VML Logic=lower Unit=mmhg>85</VML> and with retinal photograph grading level <VML Logic=greater Unit=>20</VML> - <VML Logic=greater Unit=>10</VML> lower_equal <VML Logic=lower Unit=>47</VML> - <VML Logic=lower Unit=>47</VML>  ( on etdrs severity scale ) .","[['BP-Systolic', '<', 130.0, 'mmhg'], ['BP-Diastolic', '<', 85.0, 'mmhg'], ['BP-Diastolic', '>', 20.0, 'mm/hg'], ['BP-Diastolic', '>', 10.0, 'mm/hg'], ['BP-Diastolic', '<', 47.0, 'mm/hg'], ['BP-Diastolic', '<', 47.0, 'mm/hg']]"
NCT00252733,Inclusion,type 1 diabetes diagnosed before age of 36 years and in need for continuous insulin treatment within 1 year of diagnosis of diabetes are included.,type 1 diabetes diagnosed before <VL Label=Age Source=DK>age</VL> of <VML Logic=equal Unit=years>36</VML> and in need for continuous <VL Label=Insulin Source=DK>insulin</VL> treatment <VML Logic=lower Unit=year>1</VML> of diagnosis of diabetes are included.,"[['Age', '=', 36.0, 'years']]"
NCT00252733,Inclusion,duration of diabetes for > 1 year and < 15 years with stable diabetic therapy within last 6 months.,<VL Label=duration of diabetes Source=ngram>duration of diabetes</VL> for <VML Logic=greater Unit=year>1</VML> and <VML Logic=lower Unit=years>15</VML> with stable diabetic therapy within last <VML Logic=equal Unit=months>6</VML>.,"[['duration of diabetes', '>', '1', 'year'], ['duration of diabetes', '<', '15', 'years'], ['duration of diabetes', '=', '6', 'months']]"
NCT00252733,Inclusion,"patients with untreated resting mean sitting sbp < 130 mmhg, mean sitting dbp < 85 mmhg and with retinal photograph grading level 10 - 10 (on etdrs severity scale).","patients with untreated resting mean sitting <VL Label=BP-Systolic Source=DK>sbp</VL> <VML Logic=lower Unit=mmhg>130</VML>, mean sitting <VL Label=BP-Diastolic Source=DK>dbp</VL> <VML Logic=lower Unit=mmhg>85</VML> and with retinal photograph grading level <VML Logic=greater_equal Unit=>10</VML> - <VML Logic=lower_equal Unit=>10</VML>  ( on etdrs severity scale ) .","[['BP-Systolic', '<', 130.0, 'mmhg'], ['BP-Diastolic', '<', 85.0, 'mmhg'], ['BP-Diastolic', '>=', 10.0, 'mm/hg'], ['BP-Diastolic', '<=', 10.0, 'mm/hg']]"
NCT00254501,Inclusion,age 18 or older,<VL Label=Age Source=DK>age</VL> <VML Logic=greater_equal Unit=>18</VML>,"[['Age', '>=', 18.0, 'years']]"
NCT00260234,Inclusion,male or non-pregnant non-lactating female subjects > 20 years of age,male or non-pregnant non-lactating female subjects <VML Logic=greater Unit=years>20</VML> of <VL Label=Age Source=DK>age</VL>,"[['Age', '>', 20.0, 'years']]"
NCT00260234,Inclusion,diagnosed with insulin-dependent type i diabetes for at least 20 years,<VL Label=diagnosed with insulin-dependent type i diabetes Source=ngram>diagnosed with insulin-dependent type i diabetes</VL> for <VML Logic=greater_equal Unit=years>20</VML>,"[['diagnosed with insulin-dependent type i diabetes', '>=', '20', 'years']]"
NCT00260234,Inclusion,bmi less than 28 kg/m2,<VL Label=BMI Source=DK>bmi</VL> <VML Logic=lower Unit=kg/m2>28</VML>,"[['BMI', '<', 28.0, 'kg/m2']]"
NCT00260234,Inclusion,insulin requirement less than or equal to 0.7 u/kg/day,<VL Label=Insulin Source=DK>insulin</VL> requirement <VML Logic=lower_equal Unit=u/kg>0.7</VML> / day,"[['Insulin', '<=', 0.7, 'u/kg']]"
NCT00260234,Inclusion,hba1c greater than or equal to 7.0 %,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater_equal Unit=%>7.0</VML>,"[['HBA1C', '>=', 7.0, '%']]"
NCT00260234,Inclusion,serum c-peptide concentration less than or equal to 0.5 ng/ml stimulated by an ogtt,serum <VL Label=C-peptide Source=DK>c-peptide</VL> concentration <VML Logic=lower_equal Unit=ng/ml>0.5</VML> stimulated by an <VL Label=Glucose Source=DK>ogtt</VL>,"[['C-peptide', '<=', 0.5, 'ng/ml']]"
NCT00260234,Exclusion,serum c-peptide greater than 0.5 ng/ml stimulated by ogtt,serum <VL Label=C-peptide Source=DK>c-peptide</VL> <VML Logic=greater Unit=ng/ml>0.5</VML> stimulated by <VL Label=Glucose Source=DK>ogtt</VL>,"[['C-peptide', '>', 0.5, 'ng/ml']]"
NCT00260234,Exclusion,sustained hypertension greater than or equal to 100 mmhg diastolic and/or greater than or equal to 160 mmhg systolic,sustained <VL Label=BP Source=DK>hypertension</VL> <VML Logic=greater_equal Unit=mmhg>100</VML> <VL Label=BP-Diastolic Source=DK>diastolic</VL> and / or <VML Logic=greater_equal Unit=mmhg>160</VML> <VL Label=BP-Systolic Source=DK>systolic</VL>,"[['BP', '>=', 100.0, 'mmhg'], ['BP-Diastolic', '>=', 160.0, 'mmhg']]"
NCT00260234,Exclusion,significant renal dysfunction as indicated by gfr less than 80 ml/min/1.73 m2 and/or urinary albumin greater than 500 µg/ml,<VL Label=significant renal dysfunction as indicated by gfr Source=ngram>significant renal dysfunction as indicated by gfr</VL> <VML Logic=lower Unit=ml/min/1.73 m2>80</VML> and / or urinary albumin <VML Logic=greater Unit=>500</VML> µg / ml,"[['significant renal dysfunction as indicated by gfr', '<', '80', 'ml/min/1.73 m2'], ['significant renal dysfunction as indicated by gfr', '>', '500', '']]"
NCT00260234,Exclusion,significant liver dysfunction as indicated by alt or ast more than 3x the upper limit of normal,significant liver dysfunction as indicated by alt or <VL Label=AST Source=DK>ast</VL> <VML Logic=greater Unit=x the upper limit of normal>3</VML>,"[['AST', '>', 3.0, 'x the upper limit of normal']]"
NCT00265473,Inclusion,age 18 to 65 years of age.,<VL Label=Age Source=DK>age</VL> <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>65</VML> of <VL Label=Age Source=DK>age</VL>.,"[['Age', '>=', 18.0, 'years'], ['Age', '<=', 65.0, 'years']]"
NCT00265473,Inclusion,clinical history compatible with type 1 diabetes with onset of disease at <40 years of age and insulin-dependence for > 5 years at the time of enrollment.,clinical history compatible with type 1 diabetes with onset of disease at <VML Logic=lower Unit=years>40</VML> of <VL Label=Age Source=DK>age</VL> and insulin-dependence for <VML Logic=greater Unit=years>5</VML> at the time of enrollment.,"[['Age', '<', 40.0, 'years'], ['Age', '>', 5.0, 'years']]"
NCT00265473,Inclusion,absent stimulated c-peptide (<0.3ng/ml) in response to a mixed meal tolerance test.,absent stimulated <VL Label=C-peptide Source=DK>c-peptide</VL> ( <VML Logic=lower Unit=ng/ml>0.3</VML> ) in response to a mixed meal tolerance test.,"[['C-peptide', '<', 0.3, 'ng/ml']]"
NCT00265473,Inclusion,"such management must be under the direction of an endocrinologist, diabetologist or diabetes specialist with at least 3 clinical evaluations during the previous 12 months.","such <VL Label=management must be under the direction of an endocrinologist Source=ngram>management must be under the direction of an endocrinologist</VL>, diabetologist or diabetes specialist with <VML Logic=greater_equal Unit=>3</VML> clinical evaluations <VML Logic=lower_equal Unit=previous months>12</VML>.","[['management must be under the direction of an endocrinologist', '>=', '3', ''], ['management must be under the direction of an endocrinologist', '<=', '12', 'previous months']]"
NCT00265473,Inclusion,"at least one episode of severe hypoglycemia in the past 3 years defined as an event with symptoms compatible with hypoglycemia in which the subject required the assistance of another person and which was associated with either a blood glucose level < 50 mg/dl or prompt recovery after oral carbohydrate, intravenous glucose or glucagon administration).","greater_equal one episode of severe hypoglycemia <VML Logic=lower_equal Unit=past years>3</VML> defined as an event with symptoms compatible with hypoglycemia in which the subject required the assistance of another person and which was associated with either a <VL Label=finding of blood glucose level Source=UMLS>blood glucose level</VL> <VML Logic=lower Unit=mg/dl>50</VML> or prompt recovery after oral carbohydrate, intravenous glucose or glucagon administration ) .","[['finding of blood glucose level', '<=', '3', 'past years'], ['finding of blood glucose level', '<', '50', 'mg/dl']]"
NCT00265473,Exclusion,bmi >27 kg/m2 or patient weight <= 50kg.,<VL Label=BMI Source=DK>bmi</VL> <VML Logic=greater Unit=kg/m2>27</VML> or patient <VL Label=Weight Source=DK>weight</VL> <VML Logic=lower_equal Unit=kg>50</VML>.,"[['BMI', '>', 27.0, 'kg/m2'], ['Weight', '<=', 50.0, 'kg']]"
NCT00265473,Exclusion,insulin requirement of > 0.8 iu/kg/day or 50 iu/day.,<VL Label=Insulin Source=DK>insulin</VL> requirement of <VML Logic=greater Unit=iu/kg>0.8</VML> / day or <VML Logic=equal Unit=iu/day>50</VML>.,"[['Insulin', '>', 0.8, 'iu/kg'], ['Insulin', '=', 50.0, 'iu/day']]"
NCT00265473,Exclusion,hba1c >10%.,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater Unit=%>10</VML>.,"[['HBA1C', '>', 10.0, '%']]"
NCT00265473,Exclusion,estimated glomerular filtration rate <70 ml/min/1.73 m2 for females and <80 ml/min/1.73 m2 for males,<VL Label=estimated glomerular filtration rate Source=ngram>estimated glomerular filtration rate</VL> <VML Logic=lower Unit=ml/min/1.73 m2>70</VML> for females and <VML Logic=lower Unit=ml/min/1.73 m2>80</VML> for males,"[['estimated glomerular filtration rate', '<', '70', 'ml/min/1.73 m2'], ['estimated glomerular filtration rate', '<', '80', 'ml/min/1.73 m2']]"
NCT00265473,Exclusion,presence or history of macroalbuminuria (>300mg/d).,<VL Label=presence or history of macroalbuminuria Source=ngram>presence or history of macroalbuminuria</VL> ( <VML Logic=greater Unit=mg/d>300</VML> ) .,"[['presence or history of macroalbuminuria', '>', '300', 'mg/d']]"
NCT00265473,Exclusion,presence or history of panel-reactive anti-hla antibodies >20% by flow cytometry.,presence or history of panel-reactive anti-hla antibodies <VML Logic=greater Unit=%>20</VML> by <VL Label=flow Source=UMLS>flow</VL> cytometry.,"[['flow', '>', '20', '%']]"
NCT00265473,Exclusion,"females: positive pregnancy test, presently breast-feeding or unwillingness to use effective contraceptive measures for the duration of the study and 3 months after discontinuation","females: <VL Label=positive pregnancy test Source=UMLS>positive pregnancy test</VL>, presently breast-feeding or unwillingness to use effective contraceptive measures for the duration of the study and <VML Logic=equal Unit=months>3</VML> after discontinuation","[['positive pregnancy test', '=', '3', 'months']]"
NCT00265473,Exclusion,males: intent to procreate during the duration of the study or within 3 months after discontinuation or unwillingness to use effective measures of contraception.,males: <VL Label=intent to procreate during the duration of the study Source=ngram>intent to procreate during the duration of the study</VL> or <VML Logic=lower Unit=months>3</VML> after discontinuation or unwillingness to use effective measures of contraception.,"[['intent to procreate during the duration of the study', '<', '3', 'months']]"
NCT00265473,Exclusion,"hyperlipidemia despite medical therapy (fasting ldl cholesterol > 130 mg/dl, treated or untreated","hyperlipidemia despite medical therapy ( fasting <VL Label=LDL Cholesterol Source=DK>ldl cholesterol</VL> <VML Logic=greater Unit=mg/dl>130</VML>, treated or untreated","[['LDL Cholesterol', '>', 130.0, 'mg/dl']]"
NCT00265473,Exclusion,and/or fasting triglycerides > 200 mg/dl).,and / or fasting <VL Label=LDL Source=DK>triglycerides</VL> <VML Logic=greater Unit=mg/dl>200</VML> ) .,"[['LDL', '>', 200.0, 'mg/dl']]"
NCT00265473,Exclusion,use of any other investigational agents within 4 weeks of participation.,<VL Label=use of any other investigational agents Source=ngram>use of any other investigational agents</VL> <VML Logic=lower Unit=weeks>4</VML> of participation.,"[['use of any other investigational agents', '<', '4', 'weeks']]"
NCT00265473,Exclusion,administration of live attenuated vaccine(s) within 2 months of enrollment.,<VL Label=administration of live attenuated vaccine Source=ngram>administration of live attenuated vaccine</VL> ( s ) <VML Logic=lower Unit=months>2</VML> of enrollment.,"[['administration of live attenuated vaccine', '<', '2', 'months']]"
NCT00271284,Inclusion,"with type 1 diabetes (defined as a concentration of c-peptide < 0.1 nmol//l and a fasting blood glucose of >= 1.26 g/l), diagnosed not less than 5 years previously","with type 1 diabetes ( defined as a concentration of <VL Label=C-peptide Source=DK>c-peptide</VL> <VML Logic=lower Unit=nmol>0.1</VML> / / l and a <VL Label=Glucose Source=DK>fasting blood glucose</VL> of <VML Logic=greater_equal Unit=g/l>1.26</VML> ) , diagnosed <VML Logic=greater_equal Unit=years>5</VML> previously","[['C-peptide', '<', 0.1, 'nmol'], ['Glucose', '>=', 9.76, 'mmol/l']]"
NCT00271284,Inclusion,with an hba1c level of <= 8.5% at the inclusion visit,with an <VL Label=HBA1C Source=DK>hba1c level</VL> of <VML Logic=lower_equal Unit=%>8.5</VML> at the inclusion visit,"[['HBA1C', '<=', 8.5, '%']]"
NCT00271284,Inclusion,able to eat 3 regular daily meals on the days for recording the blood glucose cycle and similarly as much as possible on other days throughout the length of the study,able to eat <VML Logic=equal Unit=regular daily>3</VML> meals on the days for recording the blood <VL Label=Glucose Source=DK>glucose</VL> cycle and similarly as much as possible on other days throughout the length of the study,"[['Glucose', '=', 3.0, 'regular daily']]"
NCT00271284,Exclusion,recent history of severe hypoglycaemia (at least 2 events in the 6 months prior to inclusion),<VL Label=recent history of severe hypoglycaemia Source=ngram>recent history of severe hypoglycaemia</VL> ( <VML Logic=greater_equal Unit=events>2</VML> <VML Logic=lower_equal Unit=months>6</VML> prior to inclusion ) ,"[['recent history of severe hypoglycaemia', '>=', '2', 'events'], ['recent history of severe hypoglycaemia', '<=', '6', 'months']]"
NCT00271284,Exclusion,an episode of acidocetosis in the 3 months prior to inclusion,an <VL Label=episode of acidocetosis Source=ngram>episode of acidocetosis</VL> <VML Logic=lower_equal Unit=months>3</VML> prior to inclusion,"[['episode of acidocetosis', '<=', '3', 'months']]"
NCT00271284,Exclusion,"proliferating retinopathy, defined as having required treatment by surgery or photocoagulation, in the 6 months prior to visit 1 or non-stabilised (rapidly developing) retinopathy which may require photocoagulation or surgery","proliferating retinopathy, defined as having required treatment by <VL Label=Surgery Source=DK>surgery</VL> or photocoagulation, <VML Logic=lower_equal Unit=months>6</VML> prior to visit 1 or non-stabilised ( rapidly developing ) retinopathy which may require photocoagulation or <VL Label=Surgery Source=DK>surgery</VL>","[['Surgery', '<=', 6.0, 'months']]"
NCT00271284,Exclusion,"altered hepatic function (ast or alt >= 2.5 x normal, in the initial measurements)","altered hepatic function ( ast or <VL Label=ALT Source=DK>alt</VL> <VML Logic=greater_equal Unit=>2.5</VML> x normal, in the initial measurements ) ","[['ALT', '>=', 2.5, 'iu/l']]"
NCT00271284,Exclusion,altered renal function (plasma creatinine > 1.5 mg/dl),altered renal function ( plasma <VL Label=Creatinine Source=DK>creatinine</VL> <VML Logic=greater Unit=mg/dl>1.5</VML> ) ,"[['Creatinine', '>', 1.5, 'mg/dl']]"
NCT00271284,Exclusion,history of cancer in the last 5 years,<VL Label=history of cancer Source=ngram>history of cancer</VL> <VML Logic=lower_equal Unit=last years>5</VML>,"[['history of cancer', '<=', '5', 'last years']]"
NCT00271284,Exclusion,treatment by another product undergoing development during the 3 months prior to inclusion in the trial,<VL Label=treatment by another product undergoing development Source=ngram>treatment by another product undergoing development</VL> <VML Logic=lower_equal Unit=months>3</VML> prior to inclusion in the trial,"[['treatment by another product undergoing development', '<=', '3', 'months']]"
NCT00272090,Inclusion,"hba1c <= 9 % (measured by central lab, with dcct aligned standard method)","<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=lower_equal Unit=%>9</VML> ( measured by central lab, with dcct aligned standard method ) ","[['HBA1C', '<=', 9.0, '%']]"
NCT00272090,Inclusion,fasting c-peptide <= 0.1nmol/l with fbg >126 mg/dl,<VL Label=C-peptide Source=DK>fasting c-peptide</VL> <VML Logic=lower_equal Unit=nmol/l>0.1</VML> with <VL Label=Glucose Source=DK>fbg</VL> <VML Logic=greater Unit=mg/dl>126</VML>,"[['C-peptide', '<=', 0.1, 'nmol/l'], ['Glucose', '>', 7.0, 'mmol/l']]"
NCT00272090,Inclusion,body mass index (bmi) < 30 kg/m2,body mass index ( <VL Label=BMI Source=DK>bmi</VL> )  <VML Logic=lower Unit=kg/m2>30</VML>,"[['BMI', '<', 30.0, 'kg/m2']]"
NCT00272090,Exclusion,type 1 diabetic patients with total insulin dose >= 1 iu/kg/day,type <VML Logic=equal Unit=diabetic patients>1</VML> with <VL Label=total Insulin Source=DK>total insulin</VL> dose <VML Logic=greater_equal Unit=iu/kg>1</VML> / day,"[['total Insulin', '=', '1', 'diabetic patients'], ['total Insulin', '>=', '1', 'iu/kg']]"
NCT00272090,Exclusion,serum creatinine > 1.5 mg/dl or history of renal transplantation or current renal dialysis,<VL Label=Creatinine Source=DK>serum creatinine</VL> <VML Logic=greater Unit=mg/dl>1.5</VML> or history of renal transplantation or current renal dialysis,"[['Creatinine', '>', 1.5, 'mg/dl']]"
NCT00272090,Exclusion,clinical evidence of active liver disease or serum alt/ast 2 times the upper limit of the normal range,clinical evidence of active liver disease or serum alt / <VL Label=AST Source=DK>ast</VL> <VML Logic=equal Unit=times>2</VML> the upper limit of the normal range,"[['AST', '=', 2.0, 'times']]"
NCT00272090,Exclusion,long lasting (> 2 weeks) treatment with systemic glucocorticoid therapy,<VL Label=long lasting Source=ngram>long lasting</VL> ( <VML Logic=greater Unit=weeks>2</VML> ) treatment with systemic glucocorticoid therapy,"[['long lasting', '>', '2', 'weeks']]"
NCT00272090,Exclusion,blood donation of more than 500 ml during the previous 3 months for males or 6 months for females,<VL Label=blood donation Source=ngram>blood donation</VL> of <VML Logic=greater Unit=ml>500</VML> <VML Logic=lower_equal Unit=previous months>3</VML> for males or <VML Logic=equal Unit=months>6</VML> for females,"[['blood donation', '>', '500', 'ml'], ['blood donation', '<=', '3', 'previous months'], ['blood donation', '=', '6', 'months']]"
NCT00272090,Exclusion,smoker for previous 3 months,<VL Label=smoker Source=ngram>smoker</VL> <VML Logic=lower_equal Unit=previous months>3</VML>,"[['smoker', '<=', '3', 'previous months']]"
NCT00272090,Exclusion,receipt of an experimental drug or use of an experimental device within the 30 days prior to study entry.,receipt of an experimental drug or use of an experimental device <VML Logic=lower Unit=days>30</VML> prior to <VL Label=Study entry Source=DK>study entry</VL>.,"[['Study entry', '<', 30.0, 'days']]"
NCT00273286,Inclusion,age 9.0 to <14.5.,<VL Label=Age Source=DK>age</VL> <VML Logic=equal Unit=>9.0</VML> to <VML Logic=lower Unit=>14.5</VML> .,"[['Age', '=', 9.0, 'years'], ['Age', '<', 14.5, 'years']]"
NCT00273286,Inclusion,type 1 diabetes diagnosis (diagnosed by ada criteria) for a minimum of 1 year for the main subgroup or 3 months for the recent onset subgroup.,type 1 diabetes diagnosis ( <VL Label=diagnosed by ada criteria Source=ngram>diagnosed by ada criteria</VL> ) for a greater_equal of <VML Logic=equal Unit=year>1</VML> for the main subgroup or <VML Logic=equal Unit=months>3</VML> for the recent onset subgroup.,"[['diagnosed by ada criteria', '=', '1', 'year'], ['diagnosed by ada criteria', '=', '3', 'months']]"
NCT00273286,Inclusion,insulin dose greater than or equal to 0.5 u/kg/day for the main subgroup or 0.2 u/kg/day for the recent onset subgroup,<VL Label=Insulin Source=DK>insulin</VL> dose <VML Logic=greater_equal Unit=u/kg>0.5</VML> / day for the main subgroup or <VML Logic=equal Unit=u/kg>0.2</VML> / day for the recent onset subgroup,"[['Insulin', '>=', 0.5, 'u/kg'], ['Insulin', '=', 0.2, 'u/kg']]"
NCT00273286,Inclusion,most recent a1c is >6.0% and <13.0%,most recent <VL Label=HBA1C Source=DK>a1c</VL> is <VML Logic=greater Unit=%>6.0</VML> and <VML Logic=lower Unit=%>13.0</VML>,"[['HBA1C', '>', 6.0, '%'], ['HBA1C', '<', 13.0, '%']]"
NCT00273286,Inclusion,<12.0% for those diagnosed for less than 1 year., <VML Logic=lower Unit=%>12.0</VML> for those <VL Label=diagnosed Source=ngram>diagnosed</VL> for <VML Logic=lower Unit=year>1</VML>.,"[['diagnosed', '<', '12.0', '%'], ['diagnosed', '<', '1', 'year']]"
NCT00273286,Inclusion,"child lives in geographically stable home, no multiple foster homes, boarding school or institutions expected in next 2 years.","<VL Label=child lives in geographically stable home Source=ngram>child lives in geographically stable home</VL>, no multiple foster homes, boarding school or institutions expected <VML Logic=lower_equal Unit=next years>2</VML>.","[['child lives in geographically stable home', '<=', '2', 'next years']]"
NCT00273286,Inclusion,"the same 1 or 2 adult caregivers have accompanied the child to every diabetes clinic visit in the past year and at least 1 caregiver agrees to participate in all aspects of the protocol (single-parent families, blended families and separated parents will be eligible).","the same <VML Logic=equal Unit=>1</VML> or <VML Logic=equal Unit=>2</VML> <VL Label=adult caregivers have accompanied the child to every diabetes clinic visit in the past year Source=ngram>adult caregivers have accompanied the child to every diabetes clinic visit in the past year</VL> and <VML Logic=greater_equal Unit=>1</VML> caregiver agrees to participate in all aspects of the protocol ( single-parent families, blended families and separated parents will be eligible ) .","[['adult caregivers have accompanied the child to every diabetes clinic visit in the past year', '=', '1', ''], ['adult caregivers have accompanied the child to every diabetes clinic visit in the past year', '=', '2', ''], ['adult caregivers have accompanied the child to every diabetes clinic visit in the past year', '>=', '1', '']]"
NCT00273286,Inclusion,child had at least 2 clinic visits within last 12 months.,<VL Label=child Source=ngram>child</VL> had <VML Logic=greater_equal Unit=>2</VML> clinic visits within last <VML Logic=equal Unit=months>12</VML>.,"[['child', '>=', '2', ''], ['child', '=', '12', 'months']]"
